Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act
9839,"Um, Barry.",Rachel,neutral,978,9,3,6,"00:22:29,097","00:22:30,431",ans
9840,Awwwww,Her-Friends,joy,978,10,3,6,"00:22:31,224","00:22:32,725",b
9841,"I justI thought you guys were doing it, I didn't know you were in love!",Phoebe,surprise,979,0,5,14,"00:20:54,002","00:20:57,380",s
9842,Dude!,Joey,joy,979,1,5,14,"00:21:00,259","00:21:01,926",g
9843,And hats off to Phoebe. Quite a competitor. And might I say your breasts are still showing.,Chandler,joy,979,2,5,14,"00:21:03,428","00:21:10,142",s
9844,God!,Phoebe,surprise,979,3,5,14,"00:21:10,394","00:21:11,602",b
9845,All right! So that's it! It's over! Everybody knows!,Joey,joy,979,4,5,14,"00:21:12,813","00:21:16,315",s
9846,"Well actually, Ross doesn't.",Monica,neutral,979,5,5,14,"00:21:16,566","00:21:18,067",s
9847,"Yes, and we'd appreciate it if no one told him yet.",Chandler,neutral,979,6,5,14,"00:21:18,318","00:21:20,778",ag
9919,Dear Mary-Angela.,Ross,neutral,980,0,3,11,"00:12:40,426","00:12:42,135",g
9920,Hi.,Ross,neutral,980,1,3,11,"0:12:42,303","0:12:42,846",g
9921,How?s it going.,Ross,neutral,980,2,3,11,"0:12:42,846","0:12:44,076",q
9922,This is the hardest letter I?ve ever had to write.,Ross,sadness,980,3,3,11,"00:12:44,180","00:12:46,639",o
9923,What the hell?s a matter with you?,Ross,disgust,980,4,3,11,"00:12:46,807","00:12:50,351",q
9924,How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?,Ross,anger,980,5,3,11,"00:12:46,807","00:12:53,229",q
9925,"Well, that?s the part where you tell him that I moved to France. When actually I?ll be in Cuba.",Chandler,neutral,980,6,3,11,"00:12:53,497","00:12:58,985",s
9926,"All right, look, look, you?ve got to do this yourself, okay in person.",Ross,neutral,980,7,3,11,"0:12:59,153","0:13:03,199",c
9927,At least you know her name.,Ross,neutral,980,8,3,11,"0:13:03,199","0:13:04,437",s
9928,"You just go to the house and you ask for Mary-Angela, okay, when which ever one she is comes to the door, you take her for a walk, you let her down easy.",Ross,neutral,980,9,3,11,"00:13:04,533","00:13:11,831",s
9929,What if Mary-Angela comes to the door and I ask for Mary-Angela?,Chandler,fear,980,10,3,11,"00:13:13,250","00:13:16,878",q
9930,Where in Cuba?,Ross,sadness,980,11,3,11,"00:13:17,671","00:13:19,672",q
9848,Hey.,Chandler,neutral,981,0,6,14,"00:19:21,785","00:19:23,077",g
9849,"You uh, you may have been right about Jill.",Ross,sadness,981,1,6,14,"0:19:23,328","0:19:25,831",ag
9850,Oh! I knew it! What happened?,Rachel,surprise,981,2,6,14,"0:19:25,831","0:19:27,853",q
9851,"Umm, she kissed me.",Ross,sadness,981,3,6,14,"0:19:27,853","0:19:30,044",ans
9852,What?! You kissed!,Rachel,surprise,981,4,6,14,"0:19:30,044","0:19:32,450",q
9853,All right.,Joey,neutral,982,0,6,6,"00:11:35,403","00:11:37,529",ag
9854,"Okay, here you go. I have two queens, what do you have?",Chandler,neutral,982,1,6,6,"00:11:35,403","00:11:40,782",q
9855,A two and a five.,Joey,neutral,982,2,6,6,"0:11:41,283","0:11:42,284",ans
9856,"Ho-ho, you win! 50 dollars!",Chandler,joy,982,3,6,6,"0:11:42,284","0:11:43,607",s
9857,Really?!,Joey,surprise,982,4,6,6,"0:11:46,455","0:11:46,837",b
9858,"Oh yeah! Okay, lets play again. What do you got?",Chandler,neutral,982,5,6,6,"0:11:46,837","0:11:48,845",q
9859,A four and a nine.,Joey,neutral,982,6,6,6,"00:11:52,002","00:11:54,295",ans
9860,Youre kidding right?,Chandler,surprise,982,7,6,6,"00:11:54,922","00:11:56,464",q
9861,No. Why?,Joey,neutral,982,8,6,6,"0:11:57,633","0:11:58,426",ans
9862,Well thats a full cup!,Chandler,surprise,982,9,6,6,"0:11:58,426","0:12:00,418",ans
9863,Damn! I am good at Cups!,Joey,joy,982,10,6,6,"00:12:02,138","00:12:04,556",o
9864,What? Why? Where are you?,Rachel,surprise,983,0,7,24,"0:08:25,796","0:08:27,388",q
9865,Im still on the set!,Joey,neutral,983,1,7,24,"0:08:27,388","0:08:28,400",ans
9866,Joey! The wedding is in less than an hour!,Rachel,anger,983,2,7,24,"00:08:28,549","00:08:31,635",s
9867,"I know! Im sorry! The guys drunk, they wont let me go until we get this.",Joey,sadness,983,3,7,24,"00:08:31,344","00:08:36,640",ap
9868,Oh my God! Im gonna have to find another minister.,Rachel,sadness,983,4,7,24,"00:08:36,849","00:08:40,435",s
9869,"No! No, Im the minister! Alright, look-look, put em both on the phone, Ill marry them right now.",Joey,anger,983,5,7,24,"00:08:40,645","00:08:47,609",dag
9870,"Ugh! Joey, I have to go.",Rachel,sadness,983,6,7,24,"00:08:47,860","00:08:49,236",s
9871,Hey! Dont you hang up on me! Ill marry you and me right now! I have the power!,Joey,anger,983,7,7,24,"00:08:49,445","00:08:53,114",s
9872,Oh hey Joey! What's up?,Phoebe,joy,984,0,5,22,"00:05:00,758","00:05:02,634",g
9873,"I can't decide which route to take to Vegas. Hey, you've traveled a lot right?",Joey,neutral,984,1,5,22,"00:05:03,428","00:05:08,432",q
9874,"Yeah, I've been around.",Phoebe,neutral,984,2,5,22,"00:05:08,641","00:05:10,309",ans
9875,"Okay, so-so which route should I take the northern route or the southern route?",Joey,neutral,984,3,5,22,"00:05:10,518","00:05:13,854",q
9876,"Ooh, if you take the northern route there's a man in Illinois with a beard of bees.",Phoebe,neutral,984,4,5,22,"00:05:14,063","00:05:17,649",ans
9879,Great! Problem solved!,Joey,joy,984,5,5,22,"00:05:19,485","00:05:22,279",s
9880,"Estelle, you gotta get me some work. I-I lost my health insurance.",Joey,sadness,985,0,6,4,"00:09:19,892","00:09:24,145",c
9881,"All right, first thing we gotta do, damage control.",Estelle,neutral,985,1,6,4,"00:09:24,313","00:09:27,607",c
9882,Why?,Joey,surprise,985,2,6,4,"00:09:27,775","00:09:30,318",q
9883,"Well, I think uhh, someone out there may have been bad mouthing you all over town.",Estelle,sadness,985,3,6,4,"00:09:30,486","00:09:39,494",ans
9884,Bastard!,Joey,anger,985,4,6,4,"00:09:38,369","00:09:39,494",dag
9885,You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh!,Phoebe,surprise,986,0,5,14,"00:03:04,809","00:03:13,901",s
9886,All that time Monica spent on the phone with sad Linda from camp!,Phoebe,surprise,986,1,5,14,"00:03:10,815","00:03:13,901",s
9887,"Uh-huh, doing it. Doing it. Phone doing it.",Rachel,joy,986,2,5,14,"00:03:14,152","00:03:16,445",oth
9889,"Oh, I can't believe it!",Phoebe,surprise,986,3,5,14,"00:03:17,572","00:03:19,281",s
9890,I mean I think it's great!,Phoebe,joy,986,4,5,14,"0:03:19,532","0:03:20,994",s
9891,For him.,Phoebe,neutral,986,5,5,14,"0:03:20,994","0:03:22,008",oth
9892,She might be able to do better.,Phoebe,neutral,986,6,5,14,"00:03:22,202","00:03:23,660",o
9893,Hey guys!,Joey,neutral,986,7,5,14,"0:03:25,955","0:03:26,717",g
9894,Joey! Come here! Come here!,Rachel,neutral,986,8,5,14,"0:03:26,717","0:03:28,303",c
9896,Phoebe just found out about Monica and Chandler.,Rachel,neutral,986,9,5,14,"00:03:28,625","00:03:30,792",s
9897,You mean how they're friends and nothing more?,Joey,neutral,986,10,5,14,"00:03:31,044","00:03:33,545",q
9898,"No. Joey, she",Rachel,neutral,986,11,5,14,"00:03:34,464","00:03:37,299",ans
9899,"Okay, so now they know that you know and they don't know that Rachel knows?",Phoebe,surprise,986,12,5,14,"00:03:46,059","00:03:49,978",s
9900,"Yes, but y'know what?",Joey,neutral,986,13,5,14,"0:03:50,188","0:03:51,910",q
9901,It doesn't matter who knows what.,Joey,neutral,986,14,5,14,"0:03:51,910","0:03:53,282",ans
9902,"Now, enough of us know that we can just tell them that we know!",Joey,neutral,986,15,5,14,"00:03:53,441","00:03:56,610",s
9903,Then all the lying and the secrets would finally be over!,Joey,joy,986,16,5,14,"00:03:56,861","00:03:59,821",s
9904,"It's a tradition, like the parade. If the parade decided it was gay, moved out, and abandoned its entire family.",Chandler,neutral,987,0,5,8,"00:02:50,753","00:02:57,301",s
9905,"Yknow, youre friends getting married, its gotta change things.",Phoebe,neutral,988,0,7,21,"00:18:43,705","00:18:47,333",s
9906,You really think it would be that different?,Rachel,surprise,988,1,7,21,"00:18:47,584","00:18:49,210",q
9907,How could it not be?,Phoebe,surprise,988,2,7,21,"00:18:49,461","00:18:52,505",q
9908,"I mean pretty soon theyre gonna be having kids, and then theyre just gonna be hanging out with other couples who have kids.",Phoebe,sadness,988,3,7,21,"00:18:49,461","00:18:56,092",ans
9909,And then maybe theyre gonna have to leave the city to be near a,Phoebe,sadness,988,4,7,21,"00:18:56,343","00:19:01,889",s
9910,"Well, things change.",Rachel,neutral,988,5,7,21,"00:19:04,643","00:19:06,352",ag
9911,I dont want them to move to a,Joey,sadness,988,6,7,21,"00:19:06,562","00:19:09,814",s
9912,Itll be okay Joe.,Ross,neutral,988,7,7,21,"00:19:11,441","00:19:13,442",s
9913,Its still there!,Rachel,surprise,989,0,7,11,"00:08:14,911","00:08:17,829",q
9914,Mrs. Braverman must be out.,Chandler,neutral,989,1,7,11,"00:08:18,789","00:08:21,082",ans
9915,She could be out of town. Maybe shell be gone for months.,Rachel,sadness,989,2,7,11,"00:08:24,754","00:08:27,797",s
9916,"By then, the cheesecake may have gone bad. We dont want her to come back to bad cheesecake.",Chandler,fear,989,3,7,11,"00:08:27,965","00:08:31,927",s
9917,No that could kill her.,Rachel,fear,989,4,7,11,"0:08:32,094","0:08:33,016",s
9918,"Well, we dont want that.",Chandler,neutral,989,5,7,11,"0:08:33,016","0:08:33,823",s
9919,"No, so were protecting her.",Rachel,neutral,989,6,7,11,"00:08:33,930","00:08:35,013",o
9920,But we should take it.,Chandler,neutral,989,7,7,11,"0:08:35,181","0:08:35,853",s
9921,But we should move quick.,Rachel,fear,989,8,7,11,"0:08:35,853","0:08:36,739",s
9922,Why?,Chandler,surprise,989,9,7,11,"0:08:36,849","0:08:37,281",q
9923,Because I think I just heard her moving around in there.,Rachel,fear,989,10,7,11,"0:08:37,281","0:08:38,813",ans
9924,Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,Chandler,fear,989,11,7,11,"00:08:38,935","00:08:40,310",c
9925,"Hey, Kicky. What're you doing?",Chandler,neutral,990,0,1,13,"00:13:03,324","00:13:10,121",q
9926,Just trying to get comfortable. I can't sleep in my underwear.,Joey,neutral,990,1,1,13,"00:13:07,620","00:13:13,249",ans
9927,"Well, you're gonna.",Chandler,neutral,990,2,1,13,"00:13:10,372","00:13:13,249",s
9928,"I've been thinking. Y'know, about how I'm always seeing girls on top of girls...",Joey,neutral,990,3,1,13,"00:13:20,090","00:13:24,928",o
9929,"Are they end to end, or tall like pancakes?",Chandler,neutral,990,4,1,13,"00:13:27,890","00:13:31,184",q
9930,"Y'know what I mean, about how I'm always going out with all these women.",Joey,neutral,990,5,1,13,"00:13:31,769","00:13:34,771",ans
9931,"And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know?",Joey,sadness,990,6,1,13,"00:13:35,022","00:13:41,402",q
9932,"Now I'm looking at my dad, thinking...",Joey,neutral,990,7,1,13,"00:13:41,612","00:13:44,030",ans
9933,"Hey, you're not him.",Chandler,neutral,990,8,1,13,"0:13:44,240","0:13:45,075",o
9934,You're you.,Chandler,neutral,990,9,1,13,"0:13:45,075","0:13:46,719",o
9935,"When they were all over you to go into your father's pipe-fitting business, did you cave?",Chandler,neutral,990,10,1,13,"00:13:47,535","00:13:51,412",q
9936,No.,Joey,neutral,990,11,1,13,"0:13:51,664","0:13:51,966",ans
9937,No.,Chandler,neutral,990,12,1,13,"0:13:51,966","0:13:52,753",ans
9938,You decided to go into the out-of-work actor business.,Chandler,neutral,990,13,1,13,"00:13:52,873","00:13:55,250",s
9939,"Now that wasn't easy, but you did it!",Chandler,neutral,990,14,1,13,"00:13:57,211","00:13:59,587",a
9940,"And I'd like to believe that when the right woman comes along, you will have the courage and the guts to say ""No thanks, I'm married.""",Chandler,neutral,990,15,1,13,"00:14:00,256","00:14:06,970",o
9941,You really think so?,Joey,joy,990,16,1,13,"00:14:13,769","00:14:14,978",q
9942,Yeah. I really do.,Chandler,neutral,990,17,1,13,"00:14:15,479","00:14:17,313",ans
9943,"Thanks, Chandler.",Joey,neutral,990,18,1,13,"0:14:17,565","0:14:18,483",a
9944,Get off!,Chandler,anger,990,19,1,13,"0:14:18,483","0:14:19,225",oth
9945,Hi.,Joey,neutral,991,0,8,21,"00:13:00,030","00:13:01,072",g
9946,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?",The Cooking Teacher,neutral,991,1,8,21,"00:13:01,281","00:13:04,409",q
9947,"When you say used, do you mean eat as a pre-cooking snack?",Joey,neutral,991,2,8,21,"00:13:04,618","00:13:09,790",q
9948,And the cream?,The Cooking Teacher,neutral,991,3,8,21,"0:13:10,415","0:13:11,333",q
9949,Cheese makes me thirsty.,Joey,neutral,991,4,8,21,"0:13:11,333","0:13:13,739",ans
9950,Okay. Lets move on.,The Cooking Teacher,neutral,991,5,8,21,"0:13:15,420","0:13:17,312",oth
9951,All right.,Joey,neutral,991,6,8,21,"0:13:17,312","0:13:19,112",ag
9952,Oh! Something smells good over at Monicas station! Oh my God! This is absolutely amazing! Youve never made this before?,The Cooking Teacher,surprise,991,7,8,21,"00:13:19,216","00:13:29,059",q
9953,Oh no!,Monica,surprise,991,8,8,21,"0:13:29,226","0:13:29,977",ans
9954,I dont know anything about cooking.,Monica,neutral,991,9,8,21,"0:13:29,977","0:13:31,625",dag
9955,"I had to ask someone what its called when the, when the water makes those little bubbles.",Monica,neutral,991,10,8,21,"00:13:33,146","00:13:37,484",s
9956,"Well, hats off to the chef.",The Cooking Teacher,joy,991,11,8,21,"00:13:38,151","00:13:39,986",a
9957,"I-I-Im sorry, your-your mouth was full, I didnt hear what you said. Umm, hats off to who now?",Monica,neutral,991,12,8,21,"00:13:40,153","00:13:45,450",q
9958,The chef!,The Cooking Teacher,joy,991,13,8,21,"00:13:43,365","00:13:45,450",ans
9959,Thats right.,Monica,joy,991,14,8,21,"00:13:45,617","00:13:47,953",ag
9960,"Hey, Pheebs.",All,neutral,992,0,1,13,"0:15:52,368","0:15:53,670",g
9961,Hey.,Phoebe,neutral,992,1,1,13,"0:15:53,670","0:15:54,097",g
9962,How's it going?,Monica,neutral,992,2,1,13,"00:15:54,244","00:15:56,621",q
9963,Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.,Phoebe,joy,992,3,1,13,"00:15:56,789","00:15:59,540",ans
9964,So what's going on?,Phoebe,neutral,992,4,1,13,"00:16:04,254","00:16:06,547",q
9965,"Nothing, um, it's just, um... It's Roger.",Monica,neutral,992,5,1,13,"00:16:09,426","00:16:10,510",ans
9966,"I dunno, there's just something about...",Ross,neutral,992,6,1,13,"00:16:10,928","00:16:13,513",dag
9967,Basically we just feel that he's...,Chandler,neutral,992,7,1,13,"00:16:14,223","00:16:15,974",s
9968,We hate that guy.,Rachel,disgust,992,8,1,13,"00:16:16,225","00:16:17,266",o
9969,Yeah. Hate him.,All,disgust,992,9,1,13,"00:16:17,559","00:16:18,726",dag
9970,"We're sorry, Pheebs, we're sorry.",Ross,sadness,992,10,1,13,"00:16:19,103","00:16:20,478",ap
9971,Uh-huh.,Phoebe,neutral,992,11,1,13,"0:16:20,688","0:16:21,147",oth
9972,Okay.,Phoebe,neutral,992,12,1,13,"0:16:21,147","0:16:22,050",q
9973,"Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?",Phoebe,neutral,992,13,1,13,"00:16:22,231","00:16:27,443",o
9974,"...No, we hate him.",All,disgust,992,14,1,13,"00:16:27,653","00:16:29,445",dag
9975,We're sorry.,Rachel,sadness,992,15,1,13,"00:16:29,655","00:16:30,822",ap
9976,Hey!,Ross,joy,993,0,4,8,"0:06:00,902","0:06:02,029",g
9977,Hey!,Joey,joy,993,1,4,8,"0:06:02,029","0:06:02,167",g
9978,What are you doing?,Ross,neutral,993,2,4,8,"00:06:02,528","00:06:03,570",q
9979,Im sending back all this stuff that Chandler bought out of guilt.,Joey,neutral,993,3,4,8,"00:06:03,738","00:06:06,323",ans
9980,Yes that was mine.,Chandler,fear,994,0,5,5,"00:15:06,906","00:15:08,823",s
9981,Cause I figured you'd hooked up with some girl and she'd left it there.,Joey,neutral,994,1,5,5,"00:15:10,326","00:15:13,119",s
9982,Yes that would have made more sense.,Chandler,sadness,994,2,5,5,"00:15:13,662","00:15:15,997",ag
9983,"Y'know, I-I don't even feel like I know you anymore man!",Joey,anger,994,3,5,5,"00:15:17,082","00:15:20,043",o
9984,"All right, look, I'm just gonna ask you this one time.",Joey,neutral,994,4,5,5,"00:15:20,961","00:15:24,839",s
9985,"And whatever you say, I'll believe ya.",Joey,neutral,994,5,5,5,"00:15:25,007","00:15:27,592",s
9986,"Were you, or were you not on a gay cruise?",Joey,anger,994,6,5,5,"00:15:28,469","00:15:33,097",q
9988,"Oh hey! There's some kids playing in the street, you wanna go down there and give them a project, ruin their day?",Chandler,anger,995,0,5,10,"00:18:44,081","00:18:50,503",q
9989,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball.",Ross,neutral,995,1,5,10,"00:18:51,213","00:18:57,718",o
9990,She said what?,Ross,surprise,996,0,4,23,"00:10:43,851","00:10:45,935",q
9991,"She said, ""If Im not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""",Emily,neutral,996,1,4,23,"00:10:43,851","00:10:49,981",ans
9992,Postpone it?,Ross,joy,996,2,4,23,"00:10:53,069","00:10:54,361",oth
9993,"Emily, do you think Monica realises how much our parents spent on this wedding?",Ross,anger,996,3,4,23,"00:10:56,072","00:11:00,325",q
9994,"Do you my sisters teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?",Ross,anger,996,4,4,23,"00:11:00,493","00:11:10,710",s
9995,This isnt right.,Ross,neutral,996,5,4,23,"00:11:14,882","00:11:16,049",dag
9996,"I realize that people are going to be disappointed. But, Im sure theyll come back when we can do it right.",Emily,sadness,996,6,4,23,"00:11:17,134","00:11:23,014",s
9997,I cant ask people to do that? Would you ask people to do that?,Ross,anger,996,7,4,23,"00:11:23,182","00:11:26,685",q
9998,Dont you point your pants at me!,Emily,anger,996,8,4,23,"00:11:26,852","00:11:28,436",s
9999,We have no choice!,Emily,anger,996,9,4,23,"00:11:30,481","00:11:31,981",ans
10000,"Anywhere thats half-decent wouldve be booked months ago, Ross dont you understand?",Emily,anger,996,10,4,23,"00:11:32,141","00:11:37,779",q
10001,This is our wedding Im talking about.,Emily,anger,996,11,4,23,"00:11:35,236","00:11:37,779",s
10002,The only thing I understand is postponing it is not an option. This is when were getting married.,Ross,neutral,996,12,4,23,"00:11:37,947","00:11:42,659",s
10003,So what are you saying? Its now or never?,Emily,anger,996,13,4,23,"0:11:42,827","0:11:44,709",q
10004,No. Im saying its now.,Ross,neutral,996,14,4,23,"0:11:44,709","0:11:45,891",ans
10005,Or?,Emily,anger,996,15,4,23,"0:11:45,891","0:11:46,033",q
10006,Theres no or in mind. What is wrong with these pants?!!,Ross,anger,996,16,4,23,"00:11:46,122","00:11:50,625",ans
10007,Its not the pants.,Emily,anger,996,17,4,23,"0:11:53,003","0:11:55,685",ans
10008,Its you that is backwards.,Emily,anger,996,18,4,23,"0:11:55,685","0:11:55,841",s
10009,"And if, and if you dont understand how important this is to me, well then, perhaps we shouldnt get married at all!",Emily,anger,996,19,4,23,"00:11:55,965","00:12:01,594",o
10010,"No, wait! Emily! No, wait, stop! Emily, please",Ross,sadness,996,20,4,23,"00:12:01,762","00:12:04,013",c
